I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
97,131,34,-114,31,82,92,434,541,444,273,151
102,141,39,-122,31,90,87,419,527,424,273,161
102,141,39,-122,31,90,82,400,502,414,273,161
102,126,24,-114,39,75,73,375,483,400,258,161
97,122,24,-109,36,73,68,351,458,385,253,156
97,107,9,-102,43,58,53,341,434,370,244,156
97,107,9,-102,43,58,43,317,414,361,229,146
87,107,19,-97,34,63,34,297,395,346,224,141
87,97,9,-92,39,53,34,278,370,336,214,136
92,97,4,-95,43,51,29,258,351,317,204,131
87,97,9,-92,39,53,24,239,331,297,190,122
82,97,14,-90,34,56,19,214,307,283,190,122
78,102,24,-90,26,63,19,204,287,263,180,117
63,102,39,-82,12,70,4,175,258,234,165,107
63,92,29,-78,17,61,4,161,239,219,151,102
53,82,29,-68,12,56,0,141,214,204,136,92
34,73,39,-53,-2,56,-4,126,190,185,122,78
19,68,48,-43,-14,58,-4,122,180,170,112,73
9,58,48,-34,-19,53,-4,102,161,161,107,73
4,53,48,-29,-21,51,-9,92,141,146,102,63
-4,34,39,-14,-21,36,-14,82,131,131,92,58
-4,39,43,-17,-24,41,-4,68,122,131,87,68
0,39,39,-19,-19,39,-4,58,107,122,78,58
0,39,39,-19,-19,39,-4,48,97,117,68,53
-4,29,34,-12,-19,31,0,39,82,102,68,43
-19,29,48,-4,-34,39,-9,29,73,78,48,39
-19,19,39,0,-29,29,-9,29,63,68,43,34
-29,19,48,4,-39,34,-9,14,53,58,34,29
-29,14,43,7,-36,29,-9,14,43,48,19,24
-34,24,58,4,-46,41,-19,-4,24,43,19,9
-34,24,58,4,-46,41,-19,-4,19,39,9,4
-39,14,53,12,-46,34,-14,-9,19,29,9,4
-48,14,63,17,-56,39,-14,-14,14,24,4,-4
-48,4,53,21,-51,29,-4,-9,4,14,-4,-9
-53,-4,48,29,-51,21,-4,-9,4,4,-9,-9
-63,-9,53,36,-58,21,-4,-14,-4,4,-14,-14
-68,-9,58,39,-63,24,-4,-14,-9,0,-14,-14
-68,-19,48,43,-58,14,-4,-14,-9,0,-19,-9
-68,-19,48,43,-58,14,-4,-14,-9,0,-19,-9
-73,-9,63,41,-68,26,-4,-19,-14,0,-19,-14
-73,-9,63,41,-68,26,-4,-19,-19,-9,-29,-19
-78,-19,58,48,-68,19,0,-24,-14,0,-19,-19
-82,-24,58,53,-70,17,4,-24,-14,-4,-24,-19
-87,-29,58,58,-73,14,9,-24,-14,-9,-29,-24
-92,-34,58,63,-75,12,19,-24,-19,-9,-29,-24
-92,-29,63,61,-78,17,9,-24,-29,-19,-39,-24
-92,-24,68,58,-80,21,9,-24,-24,-19,-39,-24
-87,-24,63,56,-75,19,9,-24,-19,-19,-39,-24
-87,-19,68,53,-78,24,9,-24,-19,-19,-43,-24
-78,-19,58,48,-68,19,9,-24,-19,-19,-34,-34
-78,-19,58,48,-68,19,9,-24,-24,-24,-34,-39
-87,-19,68,53,-78,24,9,-24,-29,-29,-43,-39
-92,-24,68,58,-80,21,14,-19,-34,-29,-43,-39
-102,-24,78,63,-90,26,14,-9,-24,-19,-39,-39
-107,-19,87,63,-97,34,9,-9,-24,-19,-39,-43
-107,-19,87,63,-97,34,9,-9,-24,-19,-43,-43
-107,-29,78,68,-92,24,9,-9,-24,-19,-43,-39
-97,-19,78,58,-87,29,9,-19,-29,-29,-53,-39
-92,-14,78,53,-85,31,9,-19,-29,-29,-53,-39
-82,-14,68,48,-75,26,9,-19,-29,-29,-53,-48
-78,-19,58,48,-68,19,9,-19,-29,-34,-53,-48
-87,-34,53,61,-70,9,14,-24,-19,-24,-48,-43
-87,-43,43,65,-65,0,19,-24,-19,-24,-48,-43
-87,-34,53,61,-70,9,19,-24,-19,-24,-48,-48
-87,-34,53,61,-70,9,19,-24,-19,-24,-48,-48
-78,-24,53,51,-65,14,9,-19,-19,-34,-48,-58
-78,-24,53,51,-65,14,9,-19,-19,-34,-48,-58
-78,-29,48,53,-63,9,9,-19,-19,-34,-48,-58
-78,-29,48,53,-63,9,9,-19,-19,-24,-48,-58
-92,-29,63,61,-78,17,24,-19,-19,-24,-48,-43
-92,-29,63,61,-78,17,24,-14,-19,-24,-48,-43
-87,-24,63,56,-75,19,24,-14,-19,-29,-48,-43
-87,-24,63,56,-75,19,24,-14,-19,-29,-48,-43
-78,-14,63,46,-70,24,19,-4,-9,-19,-39,-48
-78,-14,63,46,-70,24,19,-4,-9,-19,-39,-48
-78,-14,63,46,-70,24,24,-4,-9,-19,-39,-48
-78,-14,63,46,-70,24,24,0,-4,-19,-39,-48
-87,-24,63,56,-75,19,19,-9,-14,-29,-48,-48
-87,-24,63,56,-75,19,14,-14,-14,-29,-53,-48
-92,-24,68,58,-80,21,9,-14,-14,-29,-53,-48
-92,-34,58,63,-75,12,4,-14,-14,-29,-53,-53
-87,-34,53,61,-70,9,14,-14,-14,-29,-43,-43
-87,-34,53,61,-70,9,14,-14,-14,-29,-43,-43
-78,-34,43,56,-61,4,14,-14,-14,-29,-43,-43
-78,-29,48,53,-63,9,14,-14,-14,-29,-43,-43
-78,-24,53,51,-65,14,24,-4,-4,-19,-34,-34
-78,-19,58,48,-68,19,29,-4,-4,-19,-34,-34
-78,-19,58,48,-68,19,29,-4,-4,-19,-34,-34
-78,-24,53,51,-65,14,24,-4,-9,-19,-34,-29
-68,-34,34,51,-51,0,14,-14,-19,-29,-43,-39
-68,-34,34,51,-51,0,14,-14,-14,-29,-43,-39
-63,-34,29,48,-46,-2,14,-14,-14,-24,-43,-39
-63,-34,29,48,-46,-2,14,-14,-19,-24,-43,-39
-73,-29,43,51,-58,7,14,-14,-19,-24,-43,-48
-73,-24,48,48,-61,12,14,-14,-19,-24,-43,-48
-68,-24,43,46,-56,9,14,-14,-24,-34,-48,-48
-68,-19,48,43,-58,14,9,-19,-24,-34,-48,-53
-73,-14,58,43,-65,21,14,-19,-14,-24,-48,-43
-73,-14,58,43,-65,21,14,-19,-19,-29,-48,-43
-73,-14,58,43,-65,21,19,-24,-19,-29,-48,-48
-73,-14,58,43,-65,21,19,-24,-19,-29,-53,-48
-82,-24,58,53,-70,17,19,-29,-24,-29,-53,-48
-73,-24,48,48,-61,12,19,-29,-24,-34,-53,-48
-73,-24,48,48,-61,12,19,-29,-24,-34,-53,-48
-82,-29,53,56,-68,12,19,-34,-24,-34,-53,-48
-73,-24,48,48,-61,12,14,-29,-29,-43,-58,-58
-68,-14,53,41,-61,19,14,-29,-29,-48,-58,-58
-63,-9,53,36,-58,21,14,-29,-29,-48,-58,-58
-63,-9,53,36,-58,21,9,-29,-29,-48,-63,-58
-63,-14,48,39,-56,17,19,-29,-39,-39,-53,-48
-63,-19,43,41,-53,12,19,-29,-39,-39,-53,-53
-63,-24,39,43,-51,7,19,-34,-39,-43,-53,-53
-63,-29,34,46,-48,2,19,-39,-43,-43,-53,-53
-63,-29,34,46,-48,2,14,-48,-53,-43,-68,-63
-63,-24,39,43,-51,7,9,-48,-53,-43,-68,-63
-63,-24,39,43,-51,7,9,-43,-48,-43,-63,-58
-63,-34,29,48,-46,-2,4,-43,-48,-43,-63,-58
-73,-39,34,56,-53,-2,4,-48,-48,-43,-63,-53
-73,-34,39,53,-56,2,4,-48,-53,-53,-68,-58
-73,-19,53,46,-63,17,4,-48,-53,-53,-68,-58
-73,-9,63,41,-68,26,0,-48,-53,-53,-68,-58
-73,-14,58,43,-65,21,9,-48,-53,-53,-68,-58
-73,-24,48,48,-61,12,9,-48,-53,-53,-68,-58
-78,-29,48,53,-63,9,9,-48,-53,-58,-68,-58
-78,-34,43,56,-61,4,9,-48,-48,-58,-68,-58
-92,-34,58,63,-75,12,9,-48,-48,-48,-58,-48
-92,-34,58,63,-75,12,9,-53,-53,-48,-63,-48
-92,-34,58,63,-75,12,9,-53,-53,-43,-63,-48
-92,-39,53,65,-73,7,9,-48,-53,-43,-63,-53
-78,-48,29,63,-53,-9,0,-48,-58,-53,-73,-63
-73,-48,24,61,-48,-12,4,-48,-58,-53,-73,-63
-68,-48,19,58,-43,-14,4,-48,-58,-53,-78,-63
-63,-48,14,56,-39,-17,4,-48,-58,-53,-78,-63
-63,-43,19,53,-41,-12,4,-63,-68,-68,-78,-73
-58,-43,14,51,-36,-14,0,-63,-68,-68,-78,-73
-58,-48,9,53,-34,-19,0,-63,-68,-68,-78,-73
-63,-48,14,56,-39,-17,0,-63,-68,-73,-78,-73
-63,-34,29,48,-46,-2,4,-53,-68,-63,-78,-63
-63,-34,29,48,-46,-2,4,-53,-68,-63,-78,-68
-63,-34,29,48,-46,-2,9,-58,-68,-63,-82,-68
-63,-34,29,48,-46,-2,9,-58,-68,-63,-82,-68
-53,-39,14,46,-34,-12,9,-63,-68,-73,-87,-78
-53,-43,9,48,-31,-17,9,-63,-68,-78,-87,-78
-53,-43,9,48,-31,-17,9,-63,-73,-82,-87,-73
-53,-39,14,46,-34,-12,4,-68,-78,-82,-92,-73
-43,-39,4,41,-24,-17,-4,-68,-68,-82,-82,-68
-48,-39,9,43,-29,-14,-4,-63,-68,-82,-82,-68
-48,-39,9,43,-29,-14,-4,-63,-68,-82,-82,-68
-48,-43,4,46,-26,-19,-4,-63,-68,-78,-82,-68
-58,-34,24,46,-41,-4,0,-68,-73,-78,-82,-68
-53,-39,14,46,-34,-12,0,-68,-73,-78,-78,-68
-53,-43,9,48,-31,-17,0,-73,-73,-78,-78,-68
-53,-43,9,48,-31,-17,0,-78,-73,-82,-82,-68
-58,-48,9,53,-34,-19,9,-68,-73,-82,-82,-78
-58,-48,9,53,-34,-19,9,-68,-78,-82,-92,-78
-58,-48,9,53,-34,-19,9,-68,-78,-82,-92,-78
-58,-48,9,53,-34,-19,9,-68,-78,-82,-92,-78
-63,-53,9,58,-36,-21,0,-58,-73,-73,-82,-68
-63,-53,9,58,-36,-21,0,-63,-73,-73,-82,-68
-63,-48,14,56,-39,-17,0,-63,-68,-73,-82,-68
-63,-43,19,53,-41,-12,0,-63,-68,-73,-82,-68
-68,-34,34,51,-51,0,0,-58,-82,-87,-87,-73
-73,-34,39,53,-56,2,0,-63,-82,-87,-87,-73
-73,-43,29,58,-51,-7,0,-63,-82,-87,-87,-68
-78,-43,34,61,-56,-4,0,-58,-78,-87,-82,-68
-68,-43,24,56,-46,-9,9,-58,-68,-78,-82,-68
-73,-48,24,61,-48,-12,9,-63,-68,-78,-82,-68
-73,-53,19,63,-46,-17,9,-63,-68,-78,-82,-73
-73,-48,24,61,-48,-12,9,-63,-78,-82,-82,-73
-73,-48,24,61,-48,-12,0,-63,-78,-82,-82,-73
-73,-53,19,63,-46,-17,0,-58,-73,-82,-82,-68
-73,-53,19,63,-46,-17,0,-58,-73,-82,-82,-68
-73,-58,14,65,-43,-21,0,-63,-73,-82,-82,-68
-82,-48,34,65,-58,-7,-9,-63,-78,-92,-92,-73
-78,-48,29,63,-53,-9,-9,-63,-78,-92,-92,-73
-78,-53,24,65,-51,-14,-9,-63,-78,-92,-92,-73
-82,-53,29,68,-56,-12,-9,-63,-78,-92,-92,-78
-73,-53,19,63,-46,-17,0,-73,-78,-92,-92,-78
-73,-53,19,63,-46,-17,0,-73,-78,-92,-92,-73
-73,-53,19,63,-46,-17,0,-73,-78,-92,-92,-73
-73,-53,19,63,-46,-17,0,-73,-78,-92,-92,-73
-78,-58,19,68,-48,-19,9,-63,-78,-92,-82,-73
-73,-58,14,65,-43,-21,9,-63,-78,-92,-82,-73
-68,-63,4,65,-36,-29,9,-68,-78,-92,-82,-78
-68,-63,4,65,-36,-29,9,-68,-78,-92,-87,-78
-68,-48,19,58,-43,-14,9,-68,-68,-92,-78,-68
-68,-48,19,58,-43,-14,9,-68,-68,-92,-78,-68
-78,-53,24,65,-51,-14,9,-68,-68,-92,-82,-68
-78,-58,19,68,-48,-19,9,-68,-68,-87,-82,-68
-82,-58,24,70,-53,-17,9,-68,-78,-87,-82,-78
-82,-58,24,70,-53,-17,9,-68,-78,-92,-82,-78
-82,-53,29,68,-56,-12,9,-68,-78,-92,-82,-78
-78,-53,24,65,-51,-14,9,-68,-78,-92,-82,-78
-73,-53,19,63,-46,-17,9,-78,-82,-97,-92,-73
-63,-58,4,61,-34,-26,9,-73,-82,-92,-92,-73
-68,-68,0,68,-34,-34,9,-58,-68,-78,-78,-68
-73,-58,14,65,-43,-21,9,-58,-78,-87,-87,-68
-78,-58,19,68,-48,-19,9,-58,-78,-87,-87,-68
-82,-58,24,70,-53,-17,9,-58,-78,-87,-87,-68
-87,-58,29,73,-58,-14,9,-58,-78,-87,-87,-68
-87,-48,39,68,-63,-4,0,-68,-78,-87,-97,-78
-87,-48,39,68,-63,-4,0,-68,-78,-87,-97,-78
-87,-48,39,68,-63,-4,0,-68,-78,-87,-97,-78
-87,-48,39,68,-63,-4,0,-68,-78,-87,-97,-78
-87,-58,29,73,-58,-14,9,-68,-68,-87,-87,-68
-87,-58,29,73,-58,-14,9,-68,-68,-87,-87,-68
-87,-58,29,73,-58,-14,9,-68,-68,-87,-87,-68
-87,-58,29,73,-58,-14,9,-68,-68,-87,-87,-68
-78,-48,29,63,-53,-9,0,-68,-78,-97,-87,-78
-78,-48,29,63,-53,-9,0,-68,-78,-97,-87,-78
-78,-48,29,63,-53,-9,0,-68,-78,-97,-87,-78
-78,-48,29,63,-53,-9,0,-68,-78,-97,-87,-78
-87,-53,34,70,-61,-9,9,-68,-78,-87,-87,-68
-87,-58,29,73,-58,-14,9,-68,-78,-87,-87,-68
-87,-63,24,75,-56,-19,9,-68,-78,-87,-87,-68
-87,-68,19,78,-53,-24,9,-68,-78,-87,-87,-68
-82,-63,19,73,-51,-21,4,-68,-78,-97,-87,-68
-78,-58,19,68,-48,-19,0,-68,-78,-97,-87,-68
-73,-53,19,63,-46,-17,-4,-68,-78,-97,-87,-68
-68,-48,19,58,-43,-14,-9,-68,-78,-97,-87,-68
-68,-48,19,58,-43,-14,0,-68,-87,-97,-97,-78
-68,-48,19,58,-43,-14,0,-68,-87,-97,-97,-78
-68,-48,19,58,-43,-14,0,-68,-87,-97,-97,-78
-68,-48,19,58,-43,-14,0,-68,-87,-97,-97,-78
-78,-58,19,68,-48,-19,9,-68,-78,-87,-87,-68
-78,-58,19,68,-48,-19,9,-68,-78,-87,-87,-68
-78,-58,19,68,-48,-19,9,-68,-78,-87,-87,-68
-78,-58,19,68,-48,-19,9,-68,-78,-87,-87,-68
-87,-58,29,73,-58,-14,0,-68,-87,-87,-87,-78
-87,-58,29,73,-58,-14,0,-68,-87,-87,-87,-78
-87,-58,29,73,-58,-14,0,-68,-87,-87,-87,-78
-87,-58,29,73,-58,-14,0,-68,-87,-87,-87,-78
-78,-58,19,68,-48,-19,0,-68,-87,-97,-87,-78
-78,-58,19,68,-48,-19,0,-68,-87,-97,-87,-78
-78,-58,19,68,-48,-19,0,-68,-87,-97,-87,-78
-78,-58,19,68,-48,-19,0,-68,-87,-97,-87,-78
-78,-68,9,73,-43,-29,0,-68,-87,-97,-87,-68
-78,-68,9,73,-43,-29,0,-68,-87,-97,-87,-68
-78,-68,9,73,-43,-29,0,-68,-87,-97,-87,-68
-78,-68,9,73,-43,-29,0,-68,-87,-97,-87,-68
-87,-58,29,73,-58,-14,9,-58,-78,-87,-78,-68
-87,-58,29,73,-58,-14,9,-58,-78,-87,-78,-68
-87,-58,29,73,-58,-14,9,-58,-78,-87,-78,-68
-87,-58,29,73,-58,-14,9,-58,-78,-87,-78,-68
-87,-68,19,78,-53,-24,0,-68,-78,-97,-87,-68
-87,-68,19,78,-53,-24,0,-68,-78,-97,-87,-68
-87,-68,19,78,-53,-24,0,-68,-78,-97,-87,-68
-87,-68,19,78,-53,-24,0,-68,-78,-97,-87,-68
-97,-78,19,87,-58,-29,9,-68,-78,-87,-87,-68
-97,-78,19,87,-58,-29,9,-68,-78,-87,-87,-68
-97,-78,19,87,-58,-29,9,-68,-78,-87,-87,-68
-97,-78,19,87,-58,-29,9,-68,-78,-87,-87,-68
-92,-68,24,80,-58,-21,0,-68,-78,-97,-87,-78
-87,-68,19,78,-53,-24,0,-68,-78,-97,-87,-78
-82,-68,14,75,-48,-26,0,-68,-78,-97,-87,-78
-78,-68,9,73,-43,-29,0,-68,-78,-97,-87,-78
-78,-68,9,73,-43,-29,0,-58,-78,-87,-87,-68
-78,-68,9,73,-43,-29,0,-58,-78,-87,-87,-68
-78,-68,9,73,-43,-29,0,-58,-78,-87,-87,-68
-78,-68,9,73,-43,-29,0,-58,-78,-87,-87,-68
-78,-58,19,68,-48,-19,9,-58,-78,-87,-87,-68
-78,-58,19,68,-48,-19,9,-58,-78,-87,-87,-68
-78,-58,19,68,-48,-19,9,-58,-78,-87,-87,-68
-78,-58,19,68,-48,-19,9,-58,-78,-87,-87,-68
-78,-68,9,73,-43,-29,0,-58,-78,-87,-78,-68
-78,-68,9,73,-43,-29,0,-58,-78,-87,-78,-68
-78,-68,9,73,-43,-29,0,-58,-78,-87,-78,-68
-78,-68,9,73,-43,-29,0,-58,-78,-87,-78,-68
-87,-68,19,78,-53,-24,0,-48,-78,-97,-78,-78
-87,-68,19,78,-53,-24,0,-48,-78,-97,-78,-78
-87,-68,19,78,-53,-24,0,-48,-78,-97,-78,-78
-87,-68,19,78,-53,-24,0,-48,-78,-97,-78,-78
-78,-58,19,68,-48,-19,0,-53,-87,-97,-87,-68
-78,-58,19,68,-48,-19,0,-58,-87,-97,-87,-68
-78,-58,19,68,-48,-19,0,-63,-87,-97,-87,-68
-78,-58,19,68,-48,-19,0,-68,-87,-97,-87,-68
-78,-68,9,73,-43,-29,9,-63,-78,-87,-78,-68
-78,-68,9,73,-43,-29,9,-58,-78,-87,-78,-68
-78,-68,9,73,-43,-29,9,-53,-78,-87,-78,-68
-78,-68,9,73,-43,-29,9,-48,-78,-87,-78,-68
-78,-68,9,73,-43,-29,9,-58,-78,-87,-78,-68
-78,-68,9,73,-43,-29,9,-58,-78,-87,-78,-68
-78,-68,9,73,-43,-29,9,-58,-78,-87,-78,-68
-78,-68,9,73,-43,-29,9,-58,-78,-87,-78,-68
-87,-68,19,78,-53,-24,9,-48,-78,-87,-78,-68
-87,-68,19,78,-53,-24,9,-48,-78,-87,-78,-68
-87,-68,19,78,-53,-24,9,-48,-78,-87,-78,-68
-87,-68,19,78,-53,-24,9,-48,-78,-87,-78,-68
-97,-58,39,78,-68,-9,9,-58,-78,-97,-78,-68
-97,-58,39,78,-68,-9,9,-58,-78,-97,-78,-68
-97,-58,39,78,-68,-9,9,-58,-78,-97,-78,-68
-97,-58,39,78,-68,-9,9,-58,-78,-97,-78,-68
-92,-63,29,78,-61,-17,9,-58,-78,-87,-78,-68
-87,-68,19,78,-53,-24,9,-58,-78,-87,-78,-68
-82,-73,9,78,-46,-31,9,-58,-78,-87,-78,-68
-78,-78,0,78,-39,-39,9,-58,-78,-87,-78,-68
-78,-68,9,73,-43,-29,9,-58,-78,-97,-87,-68
-78,-68,9,73,-43,-29,9,-58,-78,-97,-87,-68
-78,-68,9,73,-43,-29,9,-58,-78,-97,-87,-68
-78,-68,9,73,-43,-29,9,-58,-78,-97,-87,-68
-78,-73,4,75,-41,-34,0,-48,-78,-87,-78,-78
-78,-78,0,78,-39,-39,0,-48,-78,-87,-78,-78
-78,-82,-4,80,-36,-43,0,-48,-78,-87,-78,-78
-78,-87,-9,82,-34,-48,0,-48,-78,-87,-78,-78
-68,-82,-14,75,-26,-48,0,-58,-87,-97,-87,-78
-68,-78,-9,73,-29,-43,0,-58,-87,-97,-87,-78
-68,-73,-4,70,-31,-39,0,-58,-87,-97,-87,-78
-68,-68,0,68,-34,-34,0,-58,-87,-97,-87,-78
-68,-68,0,68,-34,-34,0,-58,-87,-97,-87,-68
-68,-68,0,68,-34,-34,0,-58,-87,-97,-87,-68
-68,-68,0,68,-34,-34,0,-58,-87,-97,-87,-68
-68,-68,0,68,-34,-34,0,-58,-87,-97,-87,-68
-78,-78,0,78,-39,-39,0,-58,-78,-97,-78,-78
-78,-78,0,78,-39,-39,0,-58,-78,-97,-78,-78
-78,-78,0,78,-39,-39,0,-58,-78,-97,-78,-78
-78,-78,0,78,-39,-39,0,-58,-78,-97,-78,-78
-73,-68,4,70,-39,-31,0,-58,-78,-97,-78,-68
-68,-68,0,68,-34,-34,0,-58,-78,-97,-78,-68
-63,-68,-4,65,-29,-36,0,-58,-78,-97,-78,-68
-58,-68,-9,63,-24,-39,0,-58,-78,-97,-78,-68
-58,-68,-9,63,-24,-39,9,-58,-87,-97,-78,-68
-58,-68,-9,63,-24,-39,9,-58,-87,-97,-78,-68
-58,-68,-9,63,-24,-39,9,-58,-87,-97,-78,-68
-58,-68,-9,63,-24,-39,9,-58,-87,-97,-78,-68
-58,-68,-9,63,-24,-39,0,-58,-87,-97,-87,-78
-58,-68,-9,63,-24,-39,0,-58,-87,-97,-87,-78
-58,-68,-9,63,-24,-39,0,-58,-87,-97,-87,-78
-58,-68,-9,63,-24,-39,0,-58,-87,-97,-87,-78
-68,-68,0,68,-34,-34,0,-58,-87,-97,-78,-68
-68,-68,0,68,-34,-34,0,-58,-87,-97,-78,-68
-68,-68,0,68,-34,-34,0,-58,-87,-97,-78,-68
-68,-68,0,68,-34,-34,0,-58,-87,-97,-78,-68
-68,-78,-9,73,-29,-43,0,-58,-87,-97,-78,-68
-68,-78,-9,73,-29,-43,0,-58,-87,-97,-78,-68
-68,-78,-9,73,-29,-43,0,-58,-87,-97,-78,-68
-68,-78,-9,73,-29,-43,0,-58,-87,-97,-78,-68
-68,-78,-9,73,-29,-43,9,-58,-78,-87,-78,-68
-68,-78,-9,73,-29,-43,9,-58,-78,-87,-78,-68
-68,-78,-9,73,-29,-43,9,-58,-78,-87,-78,-68
-68,-78,-9,73,-29,-43,9,-58,-78,-87,-78,-68
-68,-78,-9,73,-29,-43,0,-58,-78,-87,-78,-68
-68,-78,-9,73,-29,-43,0,-58,-78,-87,-78,-68
-68,-78,-9,73,-29,-43,0,-58,-78,-87,-78,-68
-68,-78,-9,73,-29,-43,0,-58,-78,-87,-78,-68
-78,-68,9,73,-43,-29,9,-68,-78,-97,-78,-78
-78,-68,9,73,-43,-29,9,-68,-78,-97,-78,-78
-78,-68,9,73,-43,-29,9,-68,-78,-97,-78,-78
-78,-68,9,73,-43,-29,9,-68,-78,-97,-78,-78
-78,-78,0,78,-39,-39,9,-68,-78,-97,-78,-68
-78,-78,0,78,-39,-39,9,-68,-78,-97,-78,-68
-78,-78,0,78,-39,-39,9,-68,-78,-97,-78,-68
-78,-78,0,78,-39,-39,9,-68,-78,-97,-78,-68
-73,-78,-4,75,-34,-41,9,-58,-87,-97,-78,-68
-68,-78,-9,73,-29,-43,9,-58,-87,-97,-78,-68
-63,-78,-14,70,-24,-46,9,-58,-87,-97,-78,-68
-58,-78,-19,68,-19,-48,9,-58,-87,-97,-78,-68
-58,-78,-19,68,-19,-48,0,-58,-78,-97,-78,-68
-58,-78,-19,68,-19,-48,0,-58,-78,-97,-78,-68
-58,-78,-19,68,-19,-48,0,-58,-78,-97,-78,-68
-73,-78,-4,75,-34,-41,0,-58,-78,-97,-78,-68
-63,-63,0,63,-31,-31,-9,-58,-87,-97,-82,-68
-58,-63,-4,61,-26,-34,-9,-58,-87,-97,-82,-68
-58,-63,-4,61,-26,-34,-9,-58,-87,-97,-82,-68
-58,-68,-9,63,-24,-39,-9,-58,-87,-97,-82,-68
-43,-68,-24,56,-9,-46,0,-68,-87,-97,-82,-78
-43,-63,-19,53,-12,-41,0,-68,-87,-97,-82,-78
-43,-63,-19,53,-12,-41,0,-68,-87,-97,-82,-78
-48,-63,-14,56,-17,-39,0,-68,-87,-92,-78,-73
-53,-73,-19,63,-17,-46,9,-68,-87,-92,-78,-73
-68,-73,-4,70,-31,-39,9,-68,-87,-92,-78,-73
-73,-78,-4,75,-34,-41,9,-68,-87,-92,-78,-73
-73,-78,-4,75,-34,-41,9,-68,-87,-92,-78,-73
-63,-73,-9,68,-26,-41,0,-58,-87,-102,-87,-78
-63,-73,-9,68,-26,-41,0,-58,-87,-102,-87,-78
-63,-73,-9,68,-26,-41,0,-58,-87,-102,-87,-78
-58,-73,-14,65,-21,-43,0,-58,-87,-102,-87,-78
-53,-73,-19,63,-17,-46,0,-58,-87,-102,-78,-78
-53,-73,-19,63,-17,-46,0,-58,-87,-102,-82,-78
-58,-78,-19,68,-19,-48,0,-58,-82,-102,-82,-73
-58,-78,-19,68,-19,-48,0,-58,-82,-102,-82,-73
-68,-82,-14,75,-26,-48,9,-58,-82,-102,-82,-73
-68,-82,-14,75,-26,-48,9,-58,-82,-102,-82,-73
-68,-82,-14,75,-26,-48,9,-58,-82,-102,-82,-73
-68,-82,-14,75,-26,-48,9,-58,-87,-102,-82,-78
-58,-78,-19,68,-19,-48,9,-68,-97,-102,-92,-87
-58,-73,-14,65,-21,-43,9,-68,-97,-97,-87,-87
-58,-63,-4,61,-26,-34,9,-68,-92,-97,-87,-82
-48,-53,-4,51,-21,-29,9,-68,-92,-97,-87,-82
-48,-58,-9,53,-19,-34,0,-58,-82,-97,-78,-73
-53,-63,-9,58,-21,-36,0,-58,-78,-92,-78,-68
-53,-63,-9,58,-21,-36,4,-53,-73,-82,-68,-58
-48,-48,0,48,-24,-24,4,-53,-68,-82,-63,-58
-53,-39,14,46,-34,-12,4,-53,-63,-73,-63,-58
-53,-39,14,46,-34,-12,9,-48,-58,-73,-53,-53
-53,-34,19,43,-36,-7,9,-43,-53,-68,-48,-53
-53,-24,29,39,-41,2,9,-43,-48,-68,-48,-48
-39,0,39,19,-39,19,19,-34,-43,-58,-48,-39
-39,4,43,17,-41,24,19,-24,-34,-58,-48,-34
-39,4,43,17,-41,24,29,-24,-29,-58,-43,-34
-39,4,43,17,-41,24,29,-24,-29,-58,-43,-34
-48,0,48,24,-48,24,19,-24,-29,-53,-43,-43
-48,4,53,21,-51,29,9,-29,-29,-53,-43,-39
-48,4,53,21,-51,29,9,-29,-29,-43,-39,-34
-48,9,58,19,-53,34,4,-29,-24,-43,-29,-24
-34,24,58,4,-46,41,-14,-34,-14,-43,-19,-24
-29,29,58,0,-43,43,-19,-43,-14,-43,-24,-24
-24,34,58,-4,-41,46,-39,-53,-19,-43,-24,-24
-19,43,63,-12,-41,53,-48,-63,-19,-43,-24,-24
-14,34,48,-9,-31,41,-68,-68,-19,-43,-14,-9
-14,39,53,-12,-34,46,-68,-73,-19,-43,-14,-4
-14,39,53,-12,-34,46,-63,-73,-19,-48,-14,-4
-14,34,48,-9,-31,41,-63,-87,-34,-48,-19,-4
-9,39,48,-14,-29,43,-73,-82,-43,-43,-19,-4
-9,34,43,-12,-26,39,-73,-92,-48,-53,-19,-4
-14,29,43,-7,-29,36,-73,-97,-58,-58,-29,-9
-19,24,43,-2,-31,34,-78,-102,-73,-68,-39,-14
-19,19,39,0,-29,29,-92,-112,-92,-82,-48,-24
-4,9,14,-2,-9,12,-102,-117,-97,-87,-53,-24
4,4,0,-4,2,2,-107,-122,-107,-92,-58,-29
9,4,-4,-7,7,0,-107,-122,-107,-97,-58,-29
24,4,-19,-14,21,-7,-107,-131,-107,-97,-58,-14
29,4,-24,-17,26,-9,-107,-126,-107,-87,-48,-9
29,0,-29,-14,29,-14,-97,-117,-97,-82,-39,-4
14,0,-14,-7,14,-7,-82,-112,-92,-78,-39,0
9,0,-9,-4,9,-4,-73,-102,-92,-73,-39,-9
4,0,-4,-2,4,-2,-63,-102,-87,-73,-39,-9
-4,-4,0,4,-2,-2,-43,-97,-87,-73,-39,-14
-14,-19,-4,17,-4,-12,-43,-97,-87,-78,-43,-14
-19,-24,-4,21,-7,-14,-39,-102,-87,-78,-43,-29
-19,-29,-9,24,-4,-19,-29,-92,-87,-78,-43,-29
